datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,preciptype,cloudcover
2009-05-02,20.3,11.6,16.1,20.3,11.6,16.1,55.6,2.181,100,rain,36.4
2009-05-03,19.6,10.5,15.5,19.6,10.5,15.5,57.0,7.886,100,rain,45.5
2009-05-04,21.8,12.3,17.0,21.8,12.3,17.0,55.1,0.004,100,rain,39.3
2009-05-05,20.1,10.9,16.7,20.1,10.9,16.7,48.8,0.002,100,rain,54.3
2009-05-06,21.0,10.1,15.6,21.0,10.1,15.6,56.5,0.0,0,,61.9
2009-05-07,22.6,11.6,17.1,22.6,11.6,17.1,62.0,0.0,0,,21.7
2009-05-08,22.3,11.0,17.1,22.3,11.0,17.1,66.1,0.0,0,,51.0
2009-05-09,23.1,12.8,18.1,23.1,12.8,18.1,63.2,0.0,0,,51.9
2009-05-10,24.0,11.9,18.6,24.0,11.9,18.6,68.5,0.0,0,,50.4
2009-05-11,24.0,12.9,18.5,24.0,12.9,18.5,66.0,0.0,0,,29.6
2009-05-12,23.9,15.3,19.2,23.9,15.3,19.2,64.6,0.0,0,,50.2
2009-05-13,22.1,15.3,19.0,22.1,15.3,19.0,60.8,0.0,0,,65.4
2009-05-14,23.9,14.8,19.2,23.9,14.8,19.2,65.0,0.0,0,,68.9
2009-05-15,24.0,14.8,18.6,24.0,14.8,18.6,68.0,0.44,100,rain,75.7
2009-05-16,24.8,15.7,20.0,24.8,15.7,20.0,62.6,0.331,100,rain,58.1
2009-05-17,28.6,14.6,21.7,27.4,14.6,21.6,52.9,0.0,0,,21.7
2009-05-18,29.1,15.0,21.8,28.2,15.0,21.7,56.5,0.001,100,rain,24.2
2009-05-19,29.3,16.5,23.6,29.2,16.5,23.5,56.6,0.001,100,rain,14.0
2009-05-20,28.0,17.3,23.2,27.7,17.3,23.2,56.3,0.192,100,rain,10.1
2009-05-21,29.8,18.3,23.9,28.7,18.3,23.7,49.4,0.0,0,,37.2
2009-05-22,27.5,15.6,22.3,27.6,15.6,22.4,63.4,0.0,0,,46.9
2009-05-23,29.1,18.6,23.9,28.3,18.6,23.8,54.3,0.0,0,,0.0
2009-05-24,30.3,18.3,24.6,29.9,18.3,24.6,56.6,0.0,0,,38.6
2009-05-25,33.0,19.8,26.4,32.1,19.8,26.1,54.3,0.381,100,rain,25.4
2009-05-26,30.3,19.8,25.4,32.2,19.8,25.8,64.4,0.001,100,rain,11.9
2009-05-27,25.0,17.2,22.2,25.0,17.2,22.2,56.2,0.007,100,rain,62.5
2009-05-28,23.8,16.1,19.4,23.8,16.1,19.4,44.4,0.779,100,rain,31.7
2009-05-29,18.7,13.5,16.1,18.7,13.5,16.1,52.2,0.093,100,rain,60.6
2009-05-30,20.1,9.8,15.7,20.1,9.0,15.6,53.2,0.0,0,,55.0
2009-05-31,20.3,12.3,15.9,20.3,12.3,15.9,64.0,0.016,100,rain,64.4
2009-06-01,21.6,13.4,17.8,21.6,13.4,17.8,59.6,0.0,0,,67.7
2009-06-02,24.3,16.1,19.6,24.3,16.1,19.6,46.2,0.0,0,,51.3
2009-06-03,26.0,14.9,19.8,26.0,14.9,19.8,58.6,0.0,0,,52.3
2009-06-04,24.1,14.3,18.5,24.1,14.3,18.5,67.8,5.89,100,rain,72.2
2009-06-05,21.6,15.8,18.9,21.6,15.8,18.9,79.1,23.017,100,rain,85.8
2009-06-06,23.1,17.2,20.6,23.1,17.2,20.6,74.0,3.104,100,rain,70.3
2009-06-07,22.1,16.5,19.2,22.1,16.5,19.2,81.6,7.607,100,rain,68.2
2009-06-08,24.6,15.3,20.4,24.6,15.3,20.4,69.7,0.001,100,rain,39.2
2009-06-09,26.2,16.2,21.0,26.2,16.2,21.0,63.0,0.0,0,,54.2
2009-06-10,25.0,17.4,21.3,25.0,17.4,21.3,68.7,0.0,0,,55.8
2009-06-11,26.5,16.1,21.0,26.5,16.1,21.0,63.8,0.001,100,rain,33.7
2009-06-12,26.3,17.6,21.9,26.3,17.6,21.9,52.1,5.68,100,rain,32.5
2009-06-13,27.8,16.0,22.1,27.3,16.0,22.0,53.3,0.189,100,rain,14.3
2009-06-14,28.3,16.3,22.7,27.5,16.3,22.6,52.9,0.0,0,,11.3
2009-06-15,29.8,18.4,23.7,29.2,18.4,23.6,50.9,0.0,0,,34.7
2009-06-16,30.0,20.8,25.4,29.3,20.8,25.3,48.3,0.0,0,,36.3
2009-06-17,25.3,18.4,22.8,25.3,18.4,22.8,48.4,0.568,100,rain,63.6
2009-06-18,30.8,16.1,23.8,29.1,16.1,23.5,46.0,0.0,0,,23.8
2009-06-19,30.3,15.1,24.6,29.6,15.1,24.4,50.2,0.0,0,,9.6
2009-06-20,23.7,14.9,19.0,23.7,14.9,19.0,61.8,23.092,100,rain,70.8
2009-06-21,22.3,16.6,19.5,22.3,16.6,19.5,44.7,0.015,100,rain,52.4
2009-06-22,18.4,15.2,16.8,18.4,15.2,16.8,53.6,5.086,100,rain,80.2
2009-06-23,18.7,13.6,16.4,18.7,13.6,16.4,69.7,1.498,100,rain,74.2
2009-06-24,22.9,13.9,18.5,22.9,13.9,18.5,72.1,1.198,100,rain,74.7
2009-06-25,26.3,16.8,20.7,26.3,16.8,20.7,66.5,0.092,100,rain,69.9
2009-06-26,23.9,16.9,20.4,23.9,16.9,20.4,78.1,1.015,100,rain,49.1
2009-06-27,24.1,17.1,20.3,24.1,17.1,20.3,80.0,1.357,100,rain,65.6
2009-06-28,26.1,17.5,20.9,26.1,17.5,20.9,78.5,12.238,100,rain,78.2
2009-06-29,27.0,18.3,22.9,27.6,18.3,22.9,69.6,1.223,100,rain,66.2
2009-06-30,28.6,19.8,24.2,28.6,19.8,24.3,60.4,0.003,100,rain,47.2
2009-07-01,29.0,20.8,24.1,29.3,20.8,24.3,64.1,0.005,100,rain,54.9
2009-07-02,29.6,20.8,25.0,30.5,20.8,25.3,63.3,0.998,100,rain,60.5
2009-07-03,29.8,19.0,24.7,30.5,19.0,25.0,65.1,0.03,100,rain,62.6
2009-07-04,31.3,20.8,25.5,31.0,20.8,25.6,59.8,0.802,100,rain,48.3
2009-07-05,30.6,21.1,25.7,30.0,21.1,25.7,56.2,0.001,100,rain,47.5
2009-07-06,28.0,19.7,23.8,28.6,19.7,23.9,69.5,2.003,100,rain,51.8
2009-07-07,25.9,19.6,22.4,25.9,19.6,22.4,80.6,4.006,100,rain,71.1
2009-07-08,27.1,16.9,22.7,27.5,16.9,22.7,70.2,21.061,100,rain,52.2
2009-07-09,26.5,15.8,21.5,26.5,15.8,21.5,62.2,0.002,100,rain,27.3
2009-07-10,24.0,17.9,20.3,24.0,17.9,20.3,64.5,3.001,100,rain,73.7
2009-07-11,25.1,15.8,20.7,25.1,15.8,20.7,48.1,0.585,100,rain,40.0
2009-07-12,26.9,14.6,21.2,26.6,14.6,21.2,51.0,0.0,0,,23.6
2009-07-13,28.3,15.2,22.8,28.0,15.2,22.8,52.9,0.0,0,,16.4
2009-07-14,30.0,18.1,24.2,29.6,18.1,24.2,59.2,0.0,0,,10.2
2009-07-15,31.8,20.1,26.1,32.8,20.1,26.3,59.2,0.0,0,,11.6
2009-07-16,34.6,19.3,27.7,35.0,19.3,28.0,56.1,0.0,0,,2.8
2009-07-17,34.1,18.9,28.0,35.4,18.9,28.2,52.0,0.0,0,,6.3
2009-07-18,26.7,16.2,21.2,26.7,16.2,21.2,74.4,49.042,100,rain,62.1
2009-07-19,26.1,12.0,20.0,26.1,12.0,20.0,55.1,2.274,100,rain,12.7
2009-07-20,28.8,14.3,22.5,28.2,14.3,22.4,56.9,0.0,0,,9.3
2009-07-21,30.0,15.4,23.6,28.9,15.4,23.3,55.0,0.0,0,,14.9
2009-07-22,29.6,16.8,24.0,30.0,16.8,24.3,64.4,0.0,0,,10.5
2009-07-23,31.8,19.1,25.6,31.9,19.1,25.7,59.4,0.0,0,,12.2
2009-07-24,31.9,20.5,27.1,32.0,20.5,27.2,53.0,0.0,0,,1.7
2009-07-25,29.1,20.5,25.0,28.1,20.5,24.8,49.0,0.001,100,rain,40.0
2009-07-26,28.6,16.4,23.7,27.7,16.4,23.4,44.6,0.0,0,,20.9
2009-07-27,30.6,14.3,23.6,29.0,14.3,23.2,48.8,0.0,0,,1.0
2009-07-28,30.8,16.2,24.5,30.6,16.2,24.3,53.6,0.0,0,,23.5
2009-07-29,31.6,17.9,26.2,31.1,17.9,26.0,51.3,0.0,0,,5.2
2009-07-30,33.6,17.7,27.2,32.3,17.7,26.8,49.4,0.0,0,,14.3
2009-07-31,32.3,21.4,27.9,31.8,21.4,27.6,43.7,0.0,0,,48.2
2009-08-01,34.0,18.6,27.3,32.8,18.6,27.1,48.5,0.0,0,,10.3
2009-08-02,32.5,18.9,26.4,32.5,18.9,26.3,52.4,0.0,0,,10.1
2009-08-03,31.5,22.1,26.5,31.0,22.1,26.5,58.8,0.095,100,rain,64.1
2009-08-04,26.1,17.9,21.4,26.1,17.9,21.4,74.4,16.999,100,rain,74.9
2009-08-05,27.8,16.9,23.5,27.6,16.9,23.5,54.9,0.878,100,rain,32.4
2009-08-06,29.1,17.0,24.8,28.8,17.0,24.6,53.0,0.0,0,,30.6
2009-08-07,30.6,17.4,25.2,30.0,17.4,25.0,53.1,0.0,0,,22.9
2009-08-08,32.0,17.7,26.2,31.3,17.7,26.1,51.4,0.0,0,,22.4
2009-08-09,32.5,17.1,26.2,30.8,17.1,25.7,45.4,0.0,0,,34.7
2009-08-10,30.1,17.1,24.6,29.6,17.1,24.7,59.8,0.0,0,,41.9
2009-08-11,28.0,17.3,22.8,28.2,17.3,22.8,72.6,35.702,100,rain,61.5
2009-08-12,28.3,16.7,23.8,28.3,16.7,23.7,60.3,0.0,0,,28.4
2009-08-13,30.8,17.0,24.4,30.4,17.0,24.3,60.2,0.002,100,rain,28.4
2009-08-14,27.9,18.2,23.0,28.5,18.2,23.0,68.9,16.02,100,rain,51.9
2009-08-15,30.3,16.9,24.3,29.6,16.9,24.1,58.8,0.0,0,,16.1
2009-08-16,32.1,17.1,25.1,31.3,17.1,24.9,59.5,0.0,0,,9.0
2009-08-17,34.0,18.4,26.4,32.3,18.4,26.2,53.6,0.0,0,,22.2
2009-08-18,34.3,18.0,27.1,34.4,18.0,26.9,50.9,0.0,0,,21.8
2009-08-19,34.1,19.6,27.8,33.6,19.6,27.8,50.5,0.0,0,,16.1
2009-08-20,33.5,19.6,27.7,33.9,19.6,28.0,53.4,0.0,0,,7.0
2009-08-21,33.1,19.3,27.1,33.1,19.3,27.2,56.2,0.0,0,,11.2
2009-08-22,33.6,20.4,27.6,33.2,20.4,27.5,52.4,0.0,0,,38.8
2009-08-23,28.1,18.4,24.0,27.6,18.4,23.9,53.6,2.986,100,rain,21.0
2009-08-24,28.1,14.6,23.1,27.7,14.6,23.1,50.4,0.0,0,,12.4
2009-08-25,30.8,14.2,23.5,29.3,14.2,23.2,50.0,0.0,0,,1.7
2009-08-26,30.1,15.1,23.9,29.8,15.1,23.8,58.0,0.0,0,,25.1
2009-08-27,32.0,17.9,25.3,31.8,17.9,25.4,63.9,0.001,100,rain,11.0
2009-08-28,31.1,18.0,25.7,32.5,18.0,26.0,63.3,0.0,0,,5.1
2009-08-29,31.6,18.3,24.0,32.3,18.3,24.2,65.4,1.009,100,rain,48.1
2009-08-30,26.1,15.7,20.8,26.1,15.7,20.8,47.6,8.643,100,rain,36.9
2009-08-31,29.0,11.9,21.8,27.8,11.9,21.6,45.9,0.0,0,,9.1
2009-09-01,29.1,13.7,22.3,28.0,13.7,22.1,52.1,0.0,0,,0.2
2009-09-02,29.8,15.1,23.2,28.8,15.1,23.0,56.0,0.0,0,,10.7
2009-09-03,28.2,18.4,23.2,29.9,18.4,23.4,77.1,4.583,100,rain,66.7
2009-09-04,28.3,20.1,24.1,30.5,20.1,24.3,81.9,18.766,100,rain,61.5
2009-09-05,23.9,16.3,20.1,23.9,16.3,20.1,55.9,11.363,100,rain,38.9
2009-09-06,23.3,13.4,19.1,23.3,13.4,19.1,44.0,0.0,0,,11.6
2009-09-07,24.3,10.3,18.7,24.3,10.3,18.7,47.6,0.0,0,,22.7
2009-09-08,25.2,10.6,19.3,25.2,10.6,19.3,49.9,0.0,0,,22.0
2009-09-09,26.1,13.2,19.9,26.1,13.2,19.9,52.8,0.0,0,,56.7
2009-09-10,28.0,15.7,22.6,27.4,15.7,22.6,50.7,0.0,0,,61.7
2009-09-11,23.8,16.7,21.8,23.8,16.7,21.8,51.1,0.002,100,rain,67.4
2009-09-12,27.1,16.4,22.1,26.9,16.4,22.1,55.8,1.097,100,rain,70.0
2009-09-13,25.1,14.9,20.7,25.1,14.9,20.7,59.1,0.0,0,,52.0
2009-09-14,22.8,15.1,18.6,22.8,15.1,18.6,72.1,4.473,100,rain,76.0
2009-09-15,24.1,13.0,19.0,24.1,13.0,19.0,72.8,30.268,100,rain,64.3
2009-09-16,24.1,17.6,20.8,24.1,17.6,20.8,71.1,6.966,100,rain,82.5
2009-09-17,23.1,15.8,19.1,23.1,15.8,19.1,86.4,62.116,100,rain,70.3
2009-09-18,26.8,15.6,20.9,27.0,15.6,21.0,73.0,0.035,100,rain,37.0
2009-09-19,25.9,14.6,21.2,25.9,14.6,21.2,65.0,0.0,0,,29.2
2009-09-20,27.3,15.1,22.0,27.4,15.1,22.0,63.2,0.092,100,rain,25.1
2009-09-21,27.3,15.6,22.4,27.3,15.6,22.4,57.6,0.0,0,,31.9
2009-09-22,27.3,13.3,21.4,26.9,13.3,21.4,53.6,0.0,0,,1.6
2009-09-23,27.6,12.4,20.8,27.0,12.4,20.7,55.9,0.0,0,,2.7
2009-09-24,28.1,12.7,20.8,27.5,12.7,20.8,59.5,0.0,0,,5.4
2009-09-25,24.5,13.4,20.5,24.5,13.4,20.5,57.7,0.001,100,rain,37.5
2009-09-26,25.1,14.1,20.1,25.1,14.1,20.1,55.2,0.0,0,,18.6
2009-09-27,26.0,12.0,20.4,26.0,12.0,20.4,52.5,0.0,0,,19.9
2009-09-28,26.6,12.4,20.5,26.6,12.4,20.5,58.8,0.0,0,,6.9
2009-09-29,25.3,12.5,19.4,25.3,12.5,19.4,65.5,0.0,0,,20.7
2009-09-30,24.3,12.6,19.1,24.3,12.6,19.1,72.9,0.0,0,,36.7
2009-10-01,24.0,14.5,19.8,24.0,14.5,19.8,81.3,0.0,0,,69.7
2009-10-02,21.1,15.1,17.9,21.1,15.1,17.9,70.4,7.984,100,rain,67.0
2009-10-03,21.1,10.4,16.1,21.1,10.4,16.1,56.7,0.299,100,rain,15.3
2009-10-04,21.6,7.9,15.6,21.6,7.2,15.5,58.5,0.0,0,,16.6
2009-10-05,21.6,11.8,17.9,21.6,11.8,17.9,74.8,0.0,0,,72.9
2009-10-06,23.1,16.1,19.5,23.1,16.1,19.5,82.2,0.0,0,,69.7
2009-10-07,24.1,15.1,19.7,24.1,15.1,19.7,81.9,0.0,0,,56.6
2009-10-08,24.0,14.6,19.2,24.0,14.6,19.2,81.5,0.0,0,,53.2
2009-10-09,24.6,13.3,19.0,24.6,13.3,19.0,74.7,0.001,100,rain,56.6
2009-10-10,21.6,15.6,18.3,21.6,15.6,18.3,85.4,3.175,100,rain,76.2
2009-10-11,22.3,13.5,18.2,22.3,13.5,18.2,72.2,6.904,100,rain,57.9
2009-10-12,17.6,9.3,13.7,17.6,6.1,13.5,75.9,32.985,100,rain,78.8
2009-10-13,17.6,6.6,12.5,17.6,4.2,11.9,41.9,2.805,100,rain,29.7
2009-10-14,13.5,5.4,10.0,13.5,2.7,9.2,34.2,0.0,0,,45.8
2009-10-15,13.0,2.0,8.3,13.0,-0.5,7.2,45.3,0.0,0,,51.7
2009-10-16,14.1,1.9,9.3,14.1,-2.2,8.3,46.4,0.0,0,,30.6
2009-10-17,15.8,4.3,10.9,15.8,1.9,10.2,47.3,0.0,0,,44.8
2009-10-18,12.1,3.6,8.9,12.1,-0.3,7.5,52.9,0.19,100,rain,31.7
2009-10-19,11.3,3.0,8.6,11.3,-0.6,7.1,49.8,0.0,0,,35.3
2009-10-20,11.5,1.0,7.6,11.5,-1.7,6.7,59.9,0.0,0,,52.2
2009-10-21,15.8,9.0,12.5,15.8,8.3,12.4,74.3,0.299,100,rain,91.0
2009-10-22,17.8,11.6,15.7,17.8,11.6,15.7,87.0,5.232,100,rain,84.6
2009-10-23,19.1,9.1,14.0,19.1,7.8,13.9,78.8,7.248,100,rain,63.1
2009-10-24,17.1,11.5,14.9,17.1,11.5,14.9,58.7,11.329,100,rain,54.1
2009-10-25,20.8,8.3,14.7,20.8,5.5,14.4,65.6,0.0,0,,30.0
2009-10-26,19.8,8.8,14.8,19.8,7.2,14.6,67.8,0.0,0,,6.6
2009-10-27,20.9,8.8,14.8,20.9,7.1,14.6,61.3,0.0,0,,6.8
2009-10-28,19.8,6.1,13.8,19.8,3.9,13.6,61.6,0.0,0,,36.7
2009-10-29,20.1,8.1,14.0,20.1,6.9,13.8,62.6,0.0,0,,21.5
2009-10-30,17.6,6.6,11.7,17.6,3.5,11.1,58.4,0.0,0,,26.6
2009-10-31,13.0,1.0,7.6,13.0,-3.1,6.0,55.9,0.0,0,,7.5
2009-11-01,15.3,0.5,8.1,15.3,-2.9,6.9,51.8,0.0,0,,14.5
2009-11-02,12.7,1.5,8.9,12.7,-0.4,8.3,76.9,0.316,100,rain,70.6
2009-11-03,12.4,3.3,7.9,12.4,-0.1,5.7,71.5,66.77,100,rain,81.5
2009-11-04,11.0,1.3,7.3,11.0,-1.3,6.1,81.0,22.222,100,"rain,snow",71.6
2009-11-05,12.9,6.4,9.7,12.9,3.8,8.8,82.6,20.23,100,rain,78.6
2009-11-06,11.0,7.5,9.0,11.0,5.5,7.8,84.2,28.319,100,rain,92.8
2009-11-07,14.0,6.5,9.4,14.0,4.9,8.6,79.4,0.381,100,rain,75.3
2009-11-08,11.8,4.3,9.3,11.8,1.8,8.5,76.0,3.001,100,rain,80.0
2009-11-09,13.3,7.4,10.4,13.3,5.4,9.7,78.9,25.395,100,rain,81.2
2009-11-10,14.5,6.9,11.2,14.5,4.5,10.6,64.9,7.266,100,rain,67.4
2009-11-11,14.5,4.8,10.1,14.5,3.6,9.6,66.2,0.095,100,rain,41.6
2009-11-12,13.8,3.0,9.2,13.8,1.2,8.6,77.0,0.0,0,,26.0
2009-11-13,14.1,6.9,11.2,14.1,5.8,10.9,81.9,0.0,0,,85.9
2009-11-14,14.5,10.5,12.8,14.5,10.5,12.8,87.5,0.0,0,,92.7
2009-11-15,14.9,10.9,13.4,14.9,10.9,13.4,90.1,0.0,0,,93.3
2009-11-16,14.6,12.4,13.7,14.6,12.4,13.7,91.8,2.168,100,rain,95.0
2009-11-17,14.9,12.3,13.7,14.9,12.3,13.7,92.7,0.534,100,rain,98.2
2009-11-18,14.1,11.8,12.9,14.1,11.8,12.9,92.5,0.798,100,rain,94.8
2009-11-19,16.7,10.2,12.8,16.7,10.2,12.8,84.0,0.0,0,,73.5
2009-11-20,14.8,8.6,11.4,14.8,8.6,11.3,82.5,0.0,0,,44.4
2009-11-21,13.3,9.6,11.0,13.3,8.7,11.0,79.9,0.0,0,,91.2
2009-11-22,12.1,7.7,10.3,12.1,6.7,10.2,82.9,0.0,0,,94.1
2009-11-23,14.7,9.9,12.4,14.7,9.9,12.4,89.8,20.126,100,rain,92.1
2009-11-24,14.3,9.0,11.3,14.3,8.9,11.3,86.2,0.0,0,,77.0
2009-11-25,13.0,8.0,10.9,13.0,8.0,10.9,85.5,0.0,0,,94.3
2009-11-26,15.1,9.6,12.6,15.1,9.6,12.6,84.5,0.254,100,rain,89.8
2009-11-27,14.4,12.1,13.1,14.4,12.1,13.1,89.2,11.517,100,rain,89.8
2009-11-28,13.8,8.7,11.2,13.8,7.6,10.9,83.6,11.099,100,rain,83.6
2009-11-29,15.0,8.0,12.1,15.0,5.9,11.9,83.9,0.001,100,rain,76.4
2009-11-30,16.9,12.5,15.3,16.9,12.5,15.3,74.3,1.54,100,rain,85.4
2009-12-01,12.3,7.3,9.6,12.3,5.9,9.1,88.6,35.889,100,rain,70.4
2009-12-02,13.3,4.9,8.6,13.3,2.3,7.8,71.9,1.008,100,rain,29.8
2009-12-03,14.1,1.8,7.5,14.1,-1.2,6.2,65.7,0.0,0,,21.1
2009-12-04,11.3,2.4,7.2,11.3,0.7,5.6,75.1,4.101,100,rain,77.5
2009-12-05,12.1,5.0,7.8,12.1,1.9,6.2,65.1,4.967,100,rain,42.5
2009-12-06,11.5,1.5,6.7,11.5,-1.0,5.5,70.1,0.0,0,,65.3
2009-12-07,10.6,3.6,8.1,10.6,2.2,7.7,84.9,0.3,100,rain,87.1
2009-12-08,12.0,7.1,10.3,12.0,4.8,9.7,89.4,103.119,100,rain,95.8
2009-12-09,12.0,5.0,8.0,12.0,2.7,7.3,65.2,7.613,100,rain,52.9
2009-12-10,12.5,2.6,7.3,12.5,0.4,6.3,62.7,0.0,0,,28.9
2009-12-11,13.1,2.9,8.5,13.1,-0.3,7.7,64.2,0.19,100,rain,56.7
2009-12-12,9.1,4.1,6.1,7.8,-0.7,2.4,52.6,0.001,100,rain,63.1
2009-12-13,5.1,-0.5,3.3,2.0,-5.1,-0.8,52.0,0.0,0,"rain,snow",19.1
2009-12-14,3.3,-0.6,2.3,2.8,-5.6,-1.5,60.2,0.007,100,"rain,snow",75.5
2009-12-15,2.3,-2.0,1.0,-2.9,-8.3,-4.8,57.2,0.001,100,"rain,snow",58.7
2009-12-16,1.8,-2.6,0.1,1.5,-8.2,-3.2,56.9,0.0,0,,55.9
2009-12-17,1.3,-4.9,-1.2,1.3,-9.7,-4.8,56.7,0.0,0,,59.0
2009-12-18,0.2,-6.0,-2.1,-1.7,-11.8,-6.5,50.4,0.0,0,"rain,snow",17.5
2009-12-19,-1.0,-4.9,-3.4,-6.3,-12.5,-8.9,62.8,7.337,100,"rain,snow",86.0
2009-12-20,2.3,-10.6,-3.3,2.3,-17.1,-5.9,55.7,0.152,100,"rain,snow",23.0
2009-12-21,7.1,-6.3,2.1,4.0,-7.3,-0.1,77.5,0.005,100,"rain,snow",85.9
2009-12-22,11.6,4.5,8.7,11.6,3.0,7.8,94.4,94.612,100,rain,98.1
2009-12-23,14.7,9.4,12.5,14.7,8.9,12.5,84.0,72.226,100,rain,77.9
2009-12-24,16.0,10.4,13.1,16.0,10.4,13.1,87.3,28.51,100,rain,92.8
2009-12-25,16.0,8.0,13.5,16.0,7.7,13.5,86.5,57.676,100,rain,80.9
2009-12-26,11.8,5.3,8.9,11.8,3.5,8.0,63.8,1.657,100,rain,76.0
2009-12-27,9.0,1.9,6.7,9.0,-0.4,5.1,68.5,1.003,100,"rain,snow",66.9
2009-12-28,9.1,-1.0,5.2,9.1,-3.3,4.4,68.3,0.0,0,"rain,snow",51.7
2009-12-29,8.7,5.2,7.4,8.7,3.7,7.3,94.8,10.137,100,rain,97.3
2009-12-30,11.3,6.7,9.0,11.3,6.7,8.9,95.8,35.928,100,rain,99.6
2009-12-31,12.0,7.7,9.9,12.0,6.5,9.7,95.2,3.021,100,rain,96.5